8,12,14,14,17,35,53,56,64,95,125,143,156,116,92,83,76,76,64,59,53,41,21,10,7,8
11,10,12,18,14,50,64,59,68,91,97,115,140,119,108,96,85,108,73,60,47,40,19,9,7,0
9,10,33,33,29,53,65,59,55,70,102,116,133,114,109,93,78,93,76,66,52,50,27,20,13,7
9,20,68,59,47,50,53,17,61,86,104,115,127,112,110,110,91,80,76,58,54,52,51,31,14,11
10,12,67,50,57,9,51,56,71,98,120,122,108,120,117,121,109,86,71,64,58,54,52,42,20,15
12,18,7,0,53,57,63,63,73,96,102,97,104,100,124,121,101,92,77,67,59,53,50,20,11,14
0,0,0,9,12,58,72,62,75,94,116,108,116,97,107,113,105,96,87,68,60,55,51,12,13,8
0,0,0,0,10,70,63,60,73,109,114,106,90,78,109,112,105,96,85,71,60,56,52,19,11,0
0,0,0,0,9,11,52,59,68,102,106,87,81,78,98,106,100,100,89,71,58,53,44,13,12,0
0,0,0,8,7,0,13,55,83,83,94,79,76,72,86,100,102,96,91,75,56,51,13,10,11,0
0,0,8,8,8,0,21,58,74,90,84,73,73,69,80,86,96,99,85,77,58,52,17,13,9,0
0,7,7,0,0,11,50,59,74,76,80,69,71,67,67,78,87,84,87,70,61,55,30,10,0,0
0,0,0,0,0,8,47,55,65,68,64,60,62,60,62,66,74,79,73,71,57,52,33,8,0,0
0,0,0,0,0,0,7,32,56,52,51,35,48,38,35,37,50,57,65,58,50,12,7,0,0,0
0,0,0,0,0,9,27,51,55,55,53,53,54,53,56,57,60,67,64,72,64,54,29,11,8,5
0,0,7,0,0,7,14,52,55,57,55,59,58,58,61,62,63,68,71,76,66,60,51,13,9,6
0,0,7,10,8,12,53,53,52,58,59,59,63,58,61,66,70,84,89,90,77,71,58,32,12,7
0,0,7,9,9,14,56,56,61,63,63,65,68,64,66,78,76,90,96,95,83,80,66,51,22,11
0,0,10,14,25,51,59,63,67,70,70,73,77,74,74,87,88,95,107,100,93,89,74,59,51,14
9,8,10,19,40,54,61,65,75,76,79,81,82,92,89,84,104,117,122,117,103,92,81,65,57,35
12,27,40,51,52,61,67,70,79,81,86,90,84,86,105,109,124,147,154,152,125,110,91,78,73,63
26,18,23,52,54,62,66,70,76,79,82,85,90,93,96,115,141,160,154,161,127,99,88,71,61,52
21,22,31,40,41,55,63,68,78,85,81,92,98,96,104,133,147,155,143,154,125,96,84,64,54,50
12,17,32,40,36,54,61,68,74,76,79,82,91,94,103,117,126,124,123,120,109,85,76,63,52,32
10,12,14,18,11,34,51,61,67,74,78,81,82,86,97,93,98,99,93,93,86,73,62,53,48,12
8,9,7,6,0,0,45,56,65,70,74,78,76,81,83,83,82,83,76,72,68,57,56,32,13,9
0,0,0,5,0,11,35,54,61,66,69,72,72,71,73,72,67,64,62,59,55,43,21,12,9,6
0,0,0,0,0,13,51,57,59,62,66,65,66,63,63,63,58,55,54,53,42,21,13,10,0,0
0,0,0,0,0,11,53,60,66,67,62,62,59,58,58,55,52,54,53,50,27,10,9,7,0,0
0,0,0,0,0,12,54,61,61,62,60,55,54,53,52,51,50,50,34,21,15,10,7,0,0,0
0,0,0,0,0,10,51,66,60,58,55,52,51,43,43,47,50,42,29,17,12,8,6,6,5,0
0,0,0,0,6,12,56,64,66,66,58,53,52,51,51,35,30,32,25,25,13,11,0,0,0,0
0,0,0,0,0,9,46,61,71,66,60,57,56,51,50,45,41,41,43,34,28,13,10,0,0,0
0,0,0,0,0,9,16,60,69,74,69,61,58,54,52,52,52,54,50,36,21,12,9,0,0,0
0,0,4,0,0,7,19,53,65,75,77,65,57,53,51,51,52,52,43,35,14,11,11,0,0,0
0,0,0,7,0,7,11,27,58,70,75,65,59,53,45,42,45,45,19,14,13,7,9,0,0,0
0,0,6,5,6,9,8,20,53,64,72,66,59,51,45,17,42,26,25,13,10,8,6,0,0,0
0,7,6,6,6,6,10,13,45,58,65,60,56,50,25,30,13,17,16,12,11,10,8,5,0,0
0,6,9,6,0,0,0,9,25,52,57,59,55,34,27,16,14,13,13,12,9,7,0,5,4,0
0,0,0,6,0,0,0,8,9,16,50,52,48,20,13,12,13,10,12,11,0,0,7,0,0,0
9,13,18,25,20,42,53,57,63,101,128,132,135,104,94,85,77,78,66,61,55,47,27,12,8,9
12,10,11,18,13,51,69,65,68,95,97,105,126,110,109,98,85,108,75,61,52,50,30,11,9,0
8,11,30,33,29,51,68,60,55,72,101,108,124,109,110,94,79,93,78,66,53,51,40,21,13,8
8,17,64,54,13,29,51,14,60,87,100,108,118,106,110,110,90,80,77,58,54,51,50,27,14,11
9,11,64,29,12,0,51,57,70,98,114,111,100,112,116,123,109,86,72,63,58,53,51,40,18,13
11,14,5,0,11,14,54,59,70,95,98,92,97,92,126,125,99,91,77,64,57,50,28,15,9,13
0,0,0,0,0,23,54,58,71,94,112,102,110,94,108,112,103,95,88,67,59,54,44,11,10,7
0,0,0,0,0,36,37,57,70,106,109,102,84,73,107,108,101,94,84,68,58,53,50,14,10,0
0,0,0,0,7,8,15,55,67,101,103,86,76,75,97,104,99,100,88,69,57,52,47,13,11,0
0,0,0,7,6,0,8,50,79,80,91,73,69,67,85,99,101,99,89,73,56,50,13,10,10,0
0,0,9,7,8,0,13,55,70,88,81,68,66,64,77,86,96,98,82,73,58,51,17,13,10,0
0,0,7,6,0,9,31,57,70,77,81,65,66,64,64,79,86,83,85,68,60,53,23,9,0,0
0,0,0,0,0,0,30,55,63,71,62,57,59,58,61,66,73,76,72,69,57,52,27,9,0,0
0,0,0,0,0,0,7,32,54,52,41,26,32,29,35,37,51,57,65,58,50,12,7,0,0,0
0,0,0,0,0,9,27,51,55,56,50,51,53,52,56,56,60,69,65,73,63,52,25,11,8,6
0,0,7,0,0,0,15,54,56,56,53,56,56,57,60,61,63,69,72,78,67,60,51,12,9,6
0,0,8,10,8,11,53,55,53,58,58,58,61,57,61,66,70,88,94,96,79,70,57,25,12,7
